x1,y1,x2,y2
8.56231971982838,0.8246500123211493,8.586329883986494,1.1059119353161866
8.365100120352615,0.8657415080118733,8.446206700147215,1.8158471570343142
8.16788052087685,0.906833003702598,8.306083516307934,2.5257823787524454
7.970660921401083,0.947924499393322,8.165960332468654,3.235717600470582
7.7734413219253184,0.989015995084046,7.985486052369234,3.472968551712773
7.576221722449553,1.030107490774771,7.792154707314198,3.5596081706177665
7.379002122973787,1.0711989864654947,7.598823362259163,3.646247789522761
7.181782523498021,1.1122904821562194,7.405492017204128,3.732887408427757
6.9845629240222555,1.1533819778469434,7.212160672149093,3.8195270273327497
6.787343324546491,1.1944734735376676,7.018829327094058,3.9061666462377445
6.590123725070725,1.2355649692283919,6.825497982039023,3.9928062651427383
6.392904125594959,1.2766564649191168,6.632166636983987,4.079445884047733
6.1956845261191935,1.317747960609841,6.438835291928951,4.166085502952727
5.998464926643428,1.3588394563005646,6.245503946873917,4.252725121857722
5.801245327167662,1.3999309519912897,6.052172601818881,4.339364740762717
5.604025727691896,1.4410224476820137,5.858841256763846,4.4260043596677106
5.4068061282161315,1.4821139433727382,5.665509911708811,4.512643978572705
5.209586528740365,1.5232054390634622,5.472178566653776,4.599283597477699
5.0123669292646,1.5642969347541864,5.27884722159874,4.685923216382694
4.815147329788834,1.6053884304449109,5.085515876543705,4.7725628352876885
4.617927730313069,1.6464799261356347,4.89218453148867,4.8592024541926815
4.420708130837303,1.687571421826359,4.6988531864336345,4.945842073097676
4.223488531361537,1.7286629175170836,4.5055218413786,5.032481692002671
4.026268931885771,1.769754413207808,4.312190496323564,5.119121310907666
3.8290493324100057,1.810845908898532,4.118859151268529,5.20576092981266
3.63182973293424,1.851937404589256,3.9255278062134935,5.292400548717654
3.434610133458474,1.8930289002799805,3.7321964611584586,5.379040167622649
3.237390533982709,1.934120395970705,3.5388651161034232,5.465679786527644
3.040170934506943,1.9752118916614292,3.3455337710483883,5.552319405432638
2.8429513350311777,2.016303387352153,3.1522024259933525,5.638959024337632
2.6457317355554117,2.0573948830428774,2.9588710809383176,5.725598643242626
2.4485121360796462,2.098486378733602,2.7655397358832823,5.812238262147621
2.2512925366038807,2.1395778744243263,2.572208390828247,5.8988778810526155
2.0540729371281152,2.1806693701150506,2.378877045773212,5.985517499957609
1.8568533376523495,2.2217608658057753,2.1855457007181767,6.072157118862605
